Date,Shift,Area,Machine,Operator,%Availability,Run Time,Slow Speed %,Slow Speed (Mins),Down Time %,Down Time(mins),Calculated Target Kg,Actual Kg,Target %,Total Shift Time,Product code,Calculated kg,Week,Month
15-10-2020,C,Spooling,N/A,,88,368,23,336,12,372,3450,2439,70.7,740,,1854,42 week,10
15-10-2020,C,Spooling,BLING 4,Ajith Kumar N,61,388,26,325,39,295,3450,995,28.84,683,ER70S6-1.2mm-250Kg,2087,42 week,10
15-10-2020,C,Spooling,BLING 3,Thanigavel,94,328,19,478,6,282,3450,2136,61.91,610,ER70S6-1.2mm-250Kg,2492,42 week,10
15-10-2020,C,Spooling,BLING 2,Sajin R,32,160,25,122,68,60,3450,1629,47.22,220,ER70S6-1.2mm-250Kg,317,42 week,10
16-10-2020,A,Spooling,BLING 1,Satish Kumar R,15,448,3,30,85,267,3450,317,9.19,715,ER70S6-1.2mm-250Kg,2383,42 week,10
16-10-2020,A,Spooling,N/A,,84,424,18,262,16,177,3450,1227,35.57,601,,1324,42 week,10
16-10-2020,A,Spooling,N/A,,70,390,5,268,30,256,3450,2175,63.04,646,,1441,42 week,10
16-10-2020,A,Spooling,N/A,,9,447,18,329,91,209,3450,3208,92.99,656,,925,42 week,10
16-10-2020,A,Spooling,N/A,,20,393,38,393,80,252,3450,2450,71.01,645,,1055,42 week,10
16-10-2020,A,Spooling,N/A,,23,429,37,440,77,399,3450,2306,66.84,828,,1565,42 week,10
16-10-2020,A,Spooling,N/A,,81,365,39,49,19,321,3450,809,23.45,686,,2563,42 week,10
16-10-2020,A,Spooling,N/A,,15,192,3,128,85,394,3450,1221,35.39,586,,862,42 week,10
16-10-2020,A,Spooling,BLING 4,Baskar ,53,460,19,269,47,296,3450,3014,87.36,756,ER70S6-1.2mm-250Kg,837,42 week,10
16-10-2020,A,Spooling,BLING 3,Sridhar KS,69,214,9,468,31,260,3450,2324,67.36,474,ER70S6-1.2mm-250Kg,888,42 week,10
16-10-2020,A,Spooling,BLING 2,Sajin R,10,459,10,158,90,13,3450,982,28.46,472,ER70S6-1.2mm-250Kg,2829,42 week,10
16-10-2020,B,Spooling,BLING 1,Noor Amen,83,282,23,18,17,411,3450,3027,87.74,693,ER70S6-1.2mm-250Kg,2184,42 week,10
16-10-2020,B,Spooling,N/A,,73,38,38,435,27,252,3450,2073,60.09,290,,892,42 week,10
16-10-2020,B,Spooling,N/A,,74,405,31,331,26,59,3450,2044,59.25,464,,2165,42 week,10
16-10-2020,B,Spooling,N/A,,46,159,37,139,54,448,3450,1283,37.19,607,,1178,42 week,10
16-10-2020,B,Spooling,N/A,,24,23,11,20,76,214,3450,3311,95.97,237,,513,42 week,10
16-10-2020,B,Spooling,N/A,,38,16,23,1,62,320,3450,2333,67.62,336,,2639,42 week,10
16-10-2020,B,Spooling,N/A,,15,348,28,31,85,473,3450,1443,41.83,821,,2022,42 week,10
16-10-2020,B,Spooling,N/A,,21,346,16,145,79,116,3450,387,11.22,462,,389,42 week,10
16-10-2020,B,Spooling,BLING 4,Muthu Manikandan K,81,197,24,335,19,192,3450,3311,95.97,389,ER70S6-1.2mm-250Kg,971,42 week,10
16-10-2020,B,Spooling,BLING 3,Pandiaraj B,6,106,30,122,94,221,3450,1736,50.32,327,ER70S6-1.4mm-250Kg,1517,42 week,10
16-10-2020,B,Spooling,BLING 2,Yuvaraj S,79,297,10,270,21,144,3450,3459,100.26,441,ER70S6-1.2mm-250Kg,1671,42 week,10
16-10-2020,C,Spooling,BLING 1,Musadhiq,32,271,25,128,68,255,3450,536,15.54,526,ER70S6-1.2mm-250Kg,1591,42 week,10
16-10-2020,C,Spooling,N/A,,45,284,32,449,55,70,3450,890,25.8,354,,2541,42 week,10
16-10-2020,C,Spooling,N/A,,12,368,34,265,88,388,3450,1657,48.03,756,,2911,42 week,10
16-10-2020,C,Spooling,N/A,,14,369,21,305,86,192,3450,1540,44.64,561,,662,42 week,10
16-10-2020,C,Spooling,N/A,,42,31,34,278,58,126,3450,692,20.06,157,,2513,42 week,10
16-10-2020,C,Spooling,N/A,,41,156,29,340,59,407,3450,2790,80.87,563,,2479,42 week,10
16-10-2020,C,Spooling,N/A,,100,42,37,246,0,7,3450,773,22.41,49,,2066,42 week,10
16-10-2020,C,Spooling,N/A,,98,112,18,324,2,234,3450,1069,30.99,346,,2101,42 week,10
16-10-2020,C,Spooling,BLING 4,Ajith Kumar N,49,423,22,176,51,211,3450,2228,64.58,634,ER70S6-1.2mm-250Kg,2740,42 week,10
16-10-2020,C,Spooling,BLING 3,Thanigavel,20,27,32,364,80,293,3450,1746,50.61,320,ER70S6-1.4mm-250Kg,753,42 week,10
16-10-2020,C,Spooling,BLING 2,Yuvaraj S,78,49,7,464,22,160,3450,777,22.52,209,ER70S6-1.2mm-250Kg,1108,42 week,10
17-10-2020,A,Spooling,BLING 1,Satish Kumar R,67,417,8,31,33,37,3450,516,14.96,454,ER70S6-1.2mm-250Kg,292,42 week,10
17-10-2020,A,Spooling,N/A,,15,408,40,118,85,363,3450,2535,73.48,771,,204,42 week,10
17-10-2020,A,Spooling,N/A,,91,166,19,309,9,252,3450,1687,48.9,418,,2699,42 week,10
17-10-2020,A,Spooling,N/A,,18,421,5,462,82,112,3450,902,26.14,533,,187,42 week,10
17-10-2020,A,Spooling,N/A,,56,252,4,221,44,475,3450,3379,97.94,727,,1058,42 week,10
17-10-2020,A,Spooling,N/A,,62,455,35,182,38,219,3450,3285,95.22,674,,2765,42 week,10
17-10-2020,A,Spooling,N/A,,88,394,10,216,12,13,3450,2224,64.46,407,,1546,42 week,10
17-10-2020,A,Spooling,N/A,,23,445,29,314,77,262,3450,519,15.04,707,,2621,42 week,10
17-10-2020,A,Spooling,BLING 4,Baskar ,44,266,32,4,56,305,3450,135,3.91,571,ER70S6-1.2mm-250Kg,2954,42 week,10
17-10-2020,A,Spooling,BLING 3,Sridhar KS,29,423,10,44,71,401,3450,317,9.19,824,ER70S6-1.2mm-100Kg,2142,42 week,10
17-10-2020,A,Spooling,BLING 2,Anandha kumar,75,475,29,224,25,235,3450,209,6.06,710,ER70S6-1.2mm-250Kg,1617,42 week,10
17-10-2020,B,Spooling,BLING 1,Noor Amen,76,28,9,51,24,176,3450,1093,31.68,204,ER70S6-1.2mm-250Kg,1433,42 week,10
17-10-2020,B,Spooling,N/A,,2,453,9,327,98,248,3450,1230,35.65,701,,599,42 week,10
17-10-2020,B,Spooling,N/A,,83,14,6,283,17,136,3450,2046,59.3,150,,1822,42 week,10
17-10-2020,B,Spooling,N/A,,62,78,7,369,38,86,3450,209,6.06,164,,1164,42 week,10
17-10-2020,B,Spooling,N/A,,41,42,40,275,59,144,3450,1380,40,186,,2076,42 week,10
17-10-2020,B,Spooling,N/A,,56,163,22,380,44,261,3450,3306,95.83,424,,2416,42 week,10
17-10-2020,B,Spooling,N/A,,92,110,24,151,8,109,3450,1994,57.8,219,,361,42 week,10
17-10-2020,B,Spooling,N/A,,66,85,29,179,34,253,3450,2375,68.84,338,,1055,42 week,10
17-10-2020,B,Spooling,BLING 4,Muthu Manikandan K,60,92,22,317,40,229,3450,1521,44.09,321,ER70S6-1.2mm-250Kg,2782,42 week,10
17-10-2020,B,Spooling,BLING 3,Pandiaraj B,8,286,38,324,92,144,3450,2701,78.29,430,ER70S6-1.2mm-100Kg,30,42 week,10
17-10-2020,B,Spooling,BLING 2,Anandha kumar,10,388,16,170,90,332,3450,1503,43.57,720,ER70S6-1.2mm-250Kg,1103,42 week,10
17-10-2020,C,Spooling,BLING 1,Musadhiq,7,479,40,464,93,287,3450,1450,42.03,766,ER70S6-1.2mm-250Kg,1108,42 week,10
17-10-2020,C,Spooling,N/A,,68,309,23,470,32,367,3450,537,15.57,676,,2349,42 week,10
17-10-2020,C,Spooling,N/A,,83,343,21,129,17,200,3450,1304,37.8,543,,285,42 week,10
17-10-2020,C,Spooling,N/A,,63,46,31,73,37,328,3450,327,9.48,374,,2509,42 week,10
17-10-2020,C,Spooling,N/A,,74,143,40,129,26,324,3450,763,22.12,467,,2813,42 week,10
17-10-2020,C,Spooling,N/A,,49,22,40,4,51,51,3450,3330,96.52,73,,1211,42 week,10
17-10-2020,C,Spooling,N/A,,46,342,20,320,54,351,3450,2945,85.36,693,,779,42 week,10
17-10-2020,C,Spooling,N/A,,3,412,11,240,97,144,3450,3260,94.49,556,,887,42 week,10
17-10-2020,C,Spooling,BLING 4,Ajith Kumar N,12,265,13,85,88,324,3450,1488,43.13,589,ER70S6-1.2mm-250Kg,2313,42 week,10
17-10-2020,C,Spooling,BLING 3,Thanigavel,75,102,2,232,25,62,3450,3380,97.97,164,ER70S6-1.6mm-250Kg,131,42 week,10
17-10-2020,C,Spooling,BLING 2,Yuvaraj S,100,82,24,355,0,372,3450,2987,86.58,454,ER70S6-1.2mm-250Kg,329,42 week,10
18-10-2020,A,Spooling,BLING 1,Satish Kumar R,88,163,22,322,12,85,3450,2413,69.94,248,Nil,1460,42 week,10
18-10-2020,A,Spooling,N/A,,46,3,25,96,54,335,3450,1094,31.71,338,,2167,42 week,10
18-10-2020,A,Spooling,N/A,,61,358,27,74,39,438,3450,1646,47.71,796,,2888,42 week,10
18-10-2020,A,Spooling,N/A,,48,103,0,347,52,288,3450,1511,43.8,391,,101,42 week,10
18-10-2020,A,Spooling,N/A,,20,448,12,410,80,108,3450,458,13.28,556,,2567,42 week,10
18-10-2020,A,Spooling,N/A,,19,284,38,459,81,59,3450,0,0,343,,2523,42 week,10
18-10-2020,A,Spooling,N/A,,89,456,11,459,11,321,3450,1183,34.29,777,,2594,42 week,10
18-10-2020,A,Spooling,N/A,,3,200,35,136,97,440,3450,949,27.51,640,,152,42 week,10
18-10-2020,A,Spooling,BLING 4,Ajith Kumar N,83,26,17,332,17,421,3450,1373,39.8,447,Nil,1354,42 week,10
18-10-2020,A,Spooling,BLING 3,Pandiaraj B,32,126,24,82,68,7,3450,1136,32.93,133,Nil,1370,42 week,10
18-10-2020,A,Spooling,BLING 2,Yuvaraj S,84,363,12,352,16,15,3450,407,11.8,378,Nil,256,42 week,10
18-10-2020,B,Spooling,BLING 1,Satish Kumar R,5,89,33,239,95,265,3450,1785,51.74,354,Nil,728,42 week,10
18-10-2020,B,Spooling,N/A,,41,25,0,260,59,46,3450,3203,92.84,71,,1460,42 week,10
18-10-2020,B,Spooling,N/A,,21,158,16,417,79,474,3450,1115,32.32,632,,5,42 week,10
18-10-2020,B,Spooling,N/A,,59,120,6,348,41,118,3450,2558,74.14,238,,1675,42 week,10
18-10-2020,B,Spooling,N/A,,93,411,13,184,7,209,3450,718,20.81,620,,2304,42 week,10
18-10-2020,B,Spooling,N/A,,26,281,40,311,74,392,3450,1910,55.36,673,,682,42 week,10
18-10-2020,B,Spooling,N/A,,6,467,2,369,94,329,3450,1546,44.81,796,,1372,42 week,10
18-10-2020,B,Spooling,N/A,,14,351,8,103,86,371,3450,2986,86.55,722,,2041,42 week,10
18-10-2020,B,Spooling,BLING 4,Ajith Kumar N,83,17,21,22,17,313,3450,2460,71.3,330,Nil,106,42 week,10
18-10-2020,B,Spooling,BLING 3,Pandiaraj B,40,46,6,268,60,433,3450,571,16.55,479,ER70S6-1.2mm-250Kg,905,42 week,10
18-10-2020,B,Spooling,BLING 2,Yuvaraj S,100,104,32,473,0,407,3450,2685,77.83,511,Nil,2272,42 week,10
18-10-2020,C,Spooling,BLING 1,Noor Amen,0,214,26,261,100,408,3450,819,23.74,622,Nil,2308,42 week,10
18-10-2020,C,Spooling,N/A,,70,151,34,375,30,412,3450,601,17.42,563,,2304,42 week,10
18-10-2020,C,Spooling,N/A,,19,92,14,228,81,319,3450,766,22.2,411,,1597,42 week,10
18-10-2020,C,Spooling,N/A,,70,277,30,237,30,421,3450,3389,98.23,698,,339,42 week,10
18-10-2020,C,Spooling,N/A,,74,359,7,352,26,205,3450,2145,62.17,564,,91,42 week,10
18-10-2020,C,Spooling,N/A,,88,152,40,170,12,442,3450,1829,53.01,594,,1913,42 week,10
18-10-2020,C,Spooling,N/A,,51,198,5,163,49,353,3450,2649,76.78,551,,88,42 week,10
18-10-2020,C,Spooling,N/A,,16,99,20,376,84,396,3450,2255,65.36,495,,1115,42 week,10
18-10-2020,C,Spooling,BLING 4,Muthu Manikandan K,51,190,33,342,49,233,3450,1157,33.54,423,Nil,243,42 week,10
18-10-2020,C,Spooling,BLING 3,Pandiaraj B,61,260,36,63,39,275,3450,432,12.52,535,ER70S6-1.2mm-250Kg,944,42 week,10
18-10-2020,C,Spooling,BLING 2,Yuvaraj S,14,134,27,99,86,415,3450,2505,72.61,549,Nil,1424,42 week,10
19-10-2020,A,Spooling,BLING 1,Noor Amen,30,85,24,32,70,323,3450,2173,62.99,408,ER70S6-1.2mm-250Kg,1556,43 week,10
19-10-2020,A,Spooling,N/A,,16,234,4,287,84,330,3450,300,8.7,564,,1310,43 week,10
19-10-2020,A,Spooling,N/A,,18,292,22,374,82,177,3450,1849,53.59,469,,2333,43 week,10
19-10-2020,A,Spooling,N/A,,40,67,0,371,60,426,3450,1975,57.25,493,,1191,43 week,10
19-10-2020,A,Spooling,N/A,,5,314,9,161,95,219,3450,267,7.74,533,,833,43 week,10
19-10-2020,A,Spooling,N/A,,13,131,3,149,87,333,3450,2163,62.7,464,,2841,43 week,10
19-10-2020,A,Spooling,N/A,,77,287,30,181,23,306,3450,1438,41.68,593,,2797,43 week,10
19-10-2020,A,Spooling,N/A,,60,48,26,87,40,450,3450,1520,44.06,498,,2228,43 week,10
19-10-2020,A,Spooling,BLING 4,Muthu Manikandan K,82,156,40,19,18,2,3450,2548,73.86,158,ER70S6-1.2mm-250Kg,599,43 week,10
19-10-2020,A,Spooling,BLING 3,Pandiaraj B,23,257,9,283,77,291,3450,650,18.84,548,ER70S6-1.2mm-250Kg,733,43 week,10
19-10-2020,A,Spooling,BLING 2,New Ranjith,29,121,11,262,71,24,3450,2843,82.41,145,ER70S6-1.0mm-100Kg,1584,43 week,10
19-10-2020,B,Spooling,BLING 1,Sajin R,51,321,4,232,49,25,3450,1394,40.41,346,ER70S6-1.2mm-250Kg,2618,43 week,10
19-10-2020,B,Spooling,N/A,,20,387,20,454,80,235,3450,807,23.39,622,,1230,43 week,10
19-10-2020,B,Spooling,N/A,,9,226,21,84,91,259,3450,2797,81.07,485,,1582,43 week,10
19-10-2020,B,Spooling,N/A,,86,323,19,449,14,287,3450,2529,73.3,610,,1386,43 week,10
19-10-2020,B,Spooling,N/A,,59,452,37,127,41,250,3450,2321,67.28,702,,1995,43 week,10
19-10-2020,B,Spooling,N/A,,6,410,38,52,94,441,3450,3178,92.12,851,,1722,43 week,10
19-10-2020,B,Spooling,N/A,,63,177,1,400,37,155,3450,1575,45.65,332,,2437,43 week,10
19-10-2020,B,Spooling,N/A,,31,131,28,140,69,45,3450,1843,53.42,176,,2852,43 week,10
19-10-2020,B,Spooling,BLING 4,Baskar ,86,3,8,218,14,182,3450,865,25.07,185,ER70S6-1.2mm-250Kg,2247,43 week,10
19-10-2020,B,Spooling,BLING 3,Sridhar KS,57,19,37,339,43,145,3450,2147,62.23,164,ER70S6-1.6mm-250Kg,2348,43 week,10
19-10-2020,B,Spooling,BLING 2,New Ranjith,95,44,40,215,5,243,3450,2718,78.78,287,ER70S6-0.8mm-Bobbin,1445,43 week,10
19-10-2020,C,Spooling,BLING 1,Musadhiq,75,120,25,215,25,456,3450,1809,52.43,576,ER70S6-1.2mm-250Kg,2874,43 week,10
19-10-2020,C,Spooling,N/A,,81,401,34,90,19,134,3450,891,25.83,535,,2874,43 week,10
19-10-2020,C,Spooling,N/A,,11,215,21,158,89,174,3450,3404,98.67,389,,1181,43 week,10
19-10-2020,C,Spooling,N/A,,52,215,19,224,48,468,3450,2039,59.1,683,,951,43 week,10
19-10-2020,C,Spooling,N/A,,62,318,11,153,38,309,3450,1336,38.72,627,,1469,43 week,10
19-10-2020,C,Spooling,N/A,,0,433,31,154,100,174,3450,707,20.49,607,,2805,43 week,10
19-10-2020,C,Spooling,N/A,,6,398,5,304,94,32,3450,1313,38.06,430,,53,43 week,10
19-10-2020,C,Spooling,N/A,,44,34,32,76,56,270,3450,3146,91.19,304,,2171,43 week,10
19-10-2020,C,Spooling,BLING 4,Muthu Manikandan K,12,329,12,16,88,145,3450,264,7.65,474,ER70S6-1.2mm-250Kg,1812,43 week,10
19-10-2020,C,Spooling,BLING 3,Thanigavel,23,108,39,21,77,332,3450,1806,52.35,440,EM12K-1.6mm-250Kg,2454,43 week,10
19-10-2020,C,Spooling,BLING 2,Yuvaraj S,1,270,30,329,99,218,3450,2872,83.25,488,ER70S6-1.2mm-250Kg,2014,43 week,10
20-10-2020,A,Spooling,BLING 1,Noor Amen,74,446,4,267,26,393,3450,3421,99.16,839,ER70S6-1.2mm-250Kg,1846,43 week,10
20-10-2020,A,Spooling,N/A,,34,281,17,332,66,69,3450,1958,56.75,350,,548,43 week,10
20-10-2020,A,Spooling,N/A,,57,253,6,267,43,186,3450,2409,69.83,439,,1819,43 week,10
20-10-2020,A,Spooling,N/A,,53,360,10,159,47,76,3450,2090,60.58,436,,2808,43 week,10
20-10-2020,A,Spooling,N/A,,37,133,24,368,63,470,3450,1719,49.83,603,,927,43 week,10
20-10-2020,A,Spooling,N/A,,21,96,19,232,79,50,3450,2897,83.97,146,,2027,43 week,10
20-10-2020,A,Spooling,N/A,,87,147,38,144,13,348,3450,2477,71.8,495,,2532,43 week,10
20-10-2020,A,Spooling,N/A,,16,447,6,286,84,363,3450,686,19.88,810,,1229,43 week,10
20-10-2020,A,Spooling,BLING 4,Muthu Manikandan K,74,230,9,343,26,429,3450,334,9.68,659,ER70S6-1.2mm-250Kg,338,43 week,10
20-10-2020,A,Spooling,BLING 3,Pandiaraj B,5,149,40,104,95,98,3450,619,17.94,247,ER70S6-1.2mm-250Kg,397,43 week,10
20-10-2020,A,Spooling,BLING 2,Anandha kumar,21,444,22,120,79,205,3450,852,24.7,649,ER70S6-1.2mm-250Kg,669,43 week,10
20-10-2020,B,Spooling,BLING 1,Satish Kumar R,9,53,38,21,91,436,3450,757,21.94,489,ER70S6-1.2mm-250Kg,2232,43 week,10
20-10-2020,B,Spooling,N/A,,93,172,17,193,7,65,3450,2408,69.8,237,,530,43 week,10
20-10-2020,B,Spooling,N/A,,0,403,36,56,100,266,3450,2461,71.33,669,,1991,43 week,10
20-10-2020,B,Spooling,N/A,,73,103,6,449,27,212,3450,638,18.49,315,,1700,43 week,10
20-10-2020,B,Spooling,N/A,,4,155,32,58,96,263,3450,398,11.54,418,,918,43 week,10
20-10-2020,B,Spooling,N/A,,53,76,0,193,47,470,3450,2480,71.88,546,,347,43 week,10
20-10-2020,B,Spooling,N/A,,30,21,10,162,70,104,3450,2985,86.52,125,,862,43 week,10
20-10-2020,B,Spooling,N/A,,81,181,14,446,19,323,3450,1675,48.55,504,,853,43 week,10
20-10-2020,B,Spooling,BLING 4,Sajin R,47,39,19,119,53,15,3450,1733,50.23,54,ER70S6-1.2mm-250Kg,318,43 week,10
20-10-2020,B,Spooling,BLING 3,Sridhar KS,65,122,0,238,35,211,3450,3350,97.1,333,ER70S6-1.2mm-250Kg,2972,43 week,10
20-10-2020,B,Spooling,BLING 2,New Ranjith,67,47,12,379,33,223,3450,1490,43.19,270,ER70S6-0.8mm-Bobbin,1807,43 week,10
20-10-2020,C,Spooling,BLING 1,Musadhiq,76,314,5,92,24,459,3450,2319,67.22,773,ER70S6-1.2mm-250Kg,1025,43 week,10
20-10-2020,C,Spooling,N/A,,37,288,11,340,63,249,3450,838,24.29,537,,2584,43 week,10
20-10-2020,C,Spooling,N/A,,12,388,28,371,88,147,3450,3107,90.06,535,,1370,43 week,10
20-10-2020,C,Spooling,N/A,,28,38,31,152,72,255,3450,148,4.29,293,,741,43 week,10
20-10-2020,C,Spooling,N/A,,10,151,21,140,90,93,3450,1508,43.71,244,,2709,43 week,10
20-10-2020,C,Spooling,N/A,,63,185,24,233,37,439,3450,1453,42.12,624,,1324,43 week,10
20-10-2020,C,Spooling,N/A,,88,293,30,165,12,248,3450,2853,82.7,541,,2484,43 week,10
20-10-2020,C,Spooling,N/A,,19,164,11,122,81,89,3450,1235,35.8,253,,1155,43 week,10
20-10-2020,C,Spooling,BLING 4,Ajith Kumar N,71,353,3,178,29,374,3450,1225,35.51,727,ER70S6-1.2mm-250Kg,2380,43 week,10
20-10-2020,C,Spooling,BLING 3,Thanigavel,59,324,30,59,41,377,3450,3139,90.99,701,EM12K-1.6mm-250Kg,2808,43 week,10
20-10-2020,C,Spooling,BLING 2,Yuvaraj S,60,336,16,321,40,261,3450,296,8.58,597,ER70S6-1.0mm-100Kg,2893,43 week,10
21-10-2020,A,Spooling,BLING 1,Noor Amen,62,188,10,380,38,111,3450,2288,66.32,299,ER70S6-1.2mm-250Kg,1140,43 week,10
21-10-2020,A,Spooling,N/A,,27,106,24,151,73,365,3450,64,1.86,471,,744,43 week,10
21-10-2020,A,Spooling,N/A,,57,402,12,411,43,353,3450,614,17.8,755,,1862,43 week,10
21-10-2020,A,Spooling,N/A,,62,421,39,464,38,78,3450,12,0.35,499,,1869,43 week,10
21-10-2020,A,Spooling,N/A,,1,99,23,310,99,46,3450,3386,98.14,145,,2455,43 week,10
21-10-2020,A,Spooling,N/A,,58,239,21,478,42,232,3450,3103,89.94,471,,2224,43 week,10
21-10-2020,A,Spooling,N/A,,25,153,35,193,75,165,3450,1215,35.22,318,,2591,43 week,10
21-10-2020,A,Spooling,N/A,,12,52,36,480,88,0,3450,1933,56.03,52,,2047,43 week,10
21-10-2020,A,Spooling,BLING 4,Satish Kumar R,28,435,33,262,72,152,3450,1228,35.59,587,ER70S6-1.2mm-250Kg,884,43 week,10
21-10-2020,A,Spooling,BLING 3,Pandiaraj B,1,65,40,104,99,366,3450,3360,97.39,431,ER70S6-1.2mm-250Kg,2127,43 week,10
21-10-2020,A,Spooling,BLING 2,Anandha kumar,70,441,14,125,30,436,3450,3265,94.64,877,ER70S6-1.0mm-250Kg,400,43 week,10
21-10-2020,B,Spooling,BLING 1,Kannadhasan,26,262,4,266,74,209,3450,1286,37.28,471,ER70S6-1.2mm-250Kg,513,43 week,10
21-10-2020,B,Spooling,N/A,,33,23,33,186,67,295,3450,3320,96.23,318,,2627,43 week,10
21-10-2020,B,Spooling,N/A,,60,460,21,397,40,256,3450,2637,76.43,716,,1665,43 week,10
21-10-2020,B,Spooling,N/A,,100,215,11,178,0,380,3450,746,21.62,595,,609,43 week,10
21-10-2020,B,Spooling,N/A,,43,181,23,351,57,101,3450,1195,34.64,282,,1386,43 week,10
21-10-2020,B,Spooling,N/A,,50,4,36,353,50,59,3450,1319,38.23,63,,1046,43 week,10
21-10-2020,B,Spooling,N/A,,66,224,29,61,34,467,3450,2019,58.52,691,,2156,43 week,10
21-10-2020,B,Spooling,N/A,,29,301,18,349,71,476,3450,534,15.48,777,,1698,43 week,10
21-10-2020,B,Spooling,BLING 4,Satish Kumar R,20,290,13,322,80,238,3450,3236,93.8,528,ER70S6-1.2mm-250Kg,595,43 week,10
21-10-2020,B,Spooling,BLING 3,Sajin R,76,182,3,253,24,377,3450,196,5.68,559,ER70S6-1.2mm-250Kg,2384,43 week,10
21-10-2020,B,Spooling,BLING 2,New Ranjith,3,352,13,14,97,462,3450,600,17.39,814,ER70S6-1.2mm-250Kg,783,43 week,10
21-10-2020,C,Spooling,BLING 1,Musadhiq,15,219,16,395,85,341,3450,179,5.19,560,ER70S6-1.2mm-250Kg,108,43 week,10
21-10-2020,C,Spooling,N/A,,14,145,16,317,86,124,3450,2513,72.84,269,,860,43 week,10
21-10-2020,C,Spooling,N/A,,37,352,13,54,63,283,3450,2245,65.07,635,,1324,43 week,10
21-10-2020,C,Spooling,N/A,,74,433,0,12,26,126,3450,1960,56.81,559,,2647,43 week,10
21-10-2020,C,Spooling,N/A,,58,173,33,146,42,281,3450,615,17.83,454,,580,43 week,10
21-10-2020,C,Spooling,N/A,,31,298,20,318,69,20,3450,2915,84.49,318,,2671,43 week,10
21-10-2020,C,Spooling,N/A,,18,252,5,367,82,313,3450,3107,90.06,565,,756,43 week,10
21-10-2020,C,Spooling,N/A,,62,390,23,186,38,444,3450,2030,58.84,834,,2928,43 week,10
21-10-2020,C,Spooling,BLING 4,Ajith Kumar N,86,34,17,61,14,321,3450,1882,54.55,355,ER70S6-1.2mm-250Kg,211,43 week,10
21-10-2020,C,Spooling,BLING 3,Thanigavel,76,452,13,3,24,63,3450,2817,81.65,515,ER70S6-1.4mm-250Kg,852,43 week,10
21-10-2020,C,Spooling,BLING 2,Yuvaraj S,22,69,28,440,78,148,3450,1473,42.7,217,ER70S6-1.2mm-250Kg,1125,43 week,10
22-10-2020,A,Spooling,BLING 1,Noor Amen,4,190,18,12,96,35,3450,343,9.94,225,ER70S6-1.2mm-250Kg,1868,43 week,10
22-10-2020,A,Spooling,N/A,,1,339,30,446,99,166,3450,2396,69.45,505,,1500,43 week,10
22-10-2020,A,Spooling,N/A,,93,422,23,212,7,322,3450,1036,30.03,744,,1266,43 week,10
22-10-2020,A,Spooling,N/A,,73,401,26,476,27,391,3450,3095,89.71,792,,2409,43 week,10
22-10-2020,A,Spooling,N/A,,56,479,1,0,44,324,3450,742,21.51,803,,184,43 week,10
22-10-2020,A,Spooling,N/A,,96,60,19,263,4,387,3450,1793,51.97,447,,1208,43 week,10
22-10-2020,A,Spooling,N/A,,9,210,25,351,91,355,3450,2379,68.96,565,,1893,43 week,10
22-10-2020,A,Spooling,N/A,,3,108,22,425,97,330,3450,1385,40.14,438,,1978,43 week,10
22-10-2020,A,Spooling,BLING 4,Muthu Manikandan K,29,211,11,63,71,392,3450,1899,55.04,603,ER70S6-1.2mm-250Kg,2527,43 week,10
22-10-2020,A,Spooling,BLING 3,Pandiaraj B,34,256,17,418,66,222,3450,595,17.25,478,ER70S6-1.2mm-250Kg,2828,43 week,10
22-10-2020,A,Spooling,BLING 2,New Ranjith,24,21,30,28,76,412,3450,2360,68.41,433,ER70S6-1.2mm-250Kg,2338,43 week,10
22-10-2020,B,Spooling,BLING 1,Sajin R,88,86,11,12,12,210,3450,192,5.57,296,ER70S6-1.2mm-250Kg,32,43 week,10
22-10-2020,B,Spooling,N/A,,51,458,2,431,49,387,3450,1829,53.01,845,,1587,43 week,10
22-10-2020,B,Spooling,N/A,,4,11,36,90,96,399,3450,2834,82.14,410,,1954,43 week,10
22-10-2020,B,Spooling,N/A,,87,210,23,235,13,254,3450,1108,32.12,464,,2630,43 week,10
22-10-2020,B,Spooling,N/A,,83,110,26,143,17,150,3450,257,7.45,260,,516,43 week,10
22-10-2020,B,Spooling,N/A,,95,406,1,143,5,136,3450,1794,52,542,,566,43 week,10
22-10-2020,B,Spooling,N/A,,20,33,18,366,80,6,3450,949,27.51,39,,1156,43 week,10
22-10-2020,B,Spooling,N/A,,96,287,10,5,4,1,3450,489,14.17,288,,1871,43 week,10
22-10-2020,B,Spooling,BLING 4,Satish Kumar R,0,308,28,360,100,73,3450,157,4.55,381,ER70S6-1.2mm-250Kg,361,43 week,10
22-10-2020,B,Spooling,BLING 3,Sridhar KS,72,267,38,388,28,446,3450,688,19.94,713,ER70S6-1.2mm-250Kg,500,43 week,10
22-10-2020,B,Spooling,BLING 2,New Ranjith,86,416,36,305,14,389,3450,1135,32.9,805,ER70S6-1.2mm-250Kg,112,43 week,10
22-10-2020,C,Spooling,BLING 1,Musadhiq,34,261,40,453,66,472,3450,1083,31.39,733,ER70S6-1.2mm-250Kg,1676,43 week,10
22-10-2020,C,Spooling,N/A,,73,180,35,157,27,121,3450,2606,75.54,301,,931,43 week,10
22-10-2020,C,Spooling,N/A,,69,66,22,335,31,238,3450,3067,88.9,304,,1120,43 week,10
